0,0.615,0.60126
1,0.843,0.84982
2,0.849,0.85388
3,0.8395,0.84836
4,0.7505,0.7584
5,0.57,0.563
6,0.7855,0.78868
7,0.683,0.68606
8,0.821,0.82702
9,0.7645,0.76676
10,0.1835,0.18076
11,0.1335,0.13502
12,0.652,0.6634
13,0.806,0.81138
14,0.1585,0.16018
15,0.8245,0.83458
16,0.753,0.7596
17,0.788,0.79558
18,0.8315,0.84236
19,0.7905,0.7981
20,0.609,0.61662
21,0.7445,0.75688
22,0.8335,0.8377
23,0.167,0.16094
24,0.804,0.81096
25,0.83,0.83222
26,0.7325,0.74092
27,0.8135,0.82002
28,0.797,0.80992
29,0.79,0.79434
30,0.6335,0.63588
31,0.814,0.81326
32,0.644,0.64776
33,0.811,0.81238
34,0.827,0.83998
35,0.827,0.83672
36,0.796,0.79866
37,0.2505,0.27512
38,0.1855,0.17942
39,0.8025,0.8213
40,0.553,0.5438
41,0.819,0.83014
42,0.8315,0.8382
43,0.8295,0.8337
44,0.789,0.79242
45,0.8075,0.81138
46,0.791,0.7932
47,0.774,0.78662
48,0.834,0.84522
49,0.7,0.69966
50,0.6955,0.70468
51,0.8265,0.83208
52,0.7835,0.79078
53,0.835,0.83962
54,0.8385,0.84638
55,0.691,0.70668
56,0.8305,0.84024
57,0.6385,0.63732
58,0.798,0.79726
59,0.6975,0.69594
60,0.8,0.80534
61,0.767,0.77514
62,0.7145,0.70058
63,0.824,0.83276
